number,date,title,location,topic,all instruments,main instrument,other instruments,mood,beard,genre,all styles,main style,other styles,noun,proper noun,length,inKey,tempo,videoID,layerorder
2572,1/16/2016,Not Trying to Be Mobid,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Sad,Beard,Folk,Wistful,Wistful,,Death,,1:35,Eb,138,https://www.youtube.com/watch?v=Dqg_hJAvaeM,"Background, Location, Topic, Mood, Instrument, Beard"
2573,1/17/2016,House of Patreon and Bandcamp Mountain,Jersey City Studio,Song A Day,"Synths, Samples, Drum Machine",Synths,"Samples, Drum Machine",Excited,Beard,Electro,Fun,Fun,,,,1:24,C,110,https://youtu.be/TTBGwUSWxqY,"Background, Location, Topic, Mood, Instrument, Beard"
2574,1/18/2016,I've Been Married for 2 Year,Jersey City,Love,Acoustic Guitar,Acoustic Guitar,,Hopeful,Beard,Folk,"Wistful, Rambling, Soulful",Wistful,"Rambling, Soulful",,,3:08,Bb,104,https://youtu.be/35waAxadHy0,"Background, Location, Topic, Mood, Instrument, Beard"
2575,1/19/2016,My Dad,Jersey City Studio,Family,"Acoustic Guitar, Organ, Electric Guitar, Bass, Drums",Acoustic Guitar,"Organ, Electric Guitar, Bass, Drums",Excited,Beard,Rock,"Soulful, Wistful",Soulful,Wistful,Home Movies,,2:43,F#,125,https://youtu.be/6MfzcemEnrA,"Background, Location, Topic, Mood, Instrument, Beard"
2576,1/20/2016,Sarah Palin and Donald Trump ,Jersey City,Trump,Acoustic Guitar,Acoustic Guitar,,Angry,Beard,Folk,Fun,Fun,,,Sarah Palin,1:33,G,108,https://www.youtube.com/watch?v=UeCPMyoNDKI,"Background, Location, Topic, Mood, Instrument, Beard"
2577,1/21/2016,Do You Wanna Sleep ,"Avon, CT",Song A Day,Acoustic Guitar,Acoustic Guitar,,Tired,Beard,Folk,"Rambling, Funny",Rambling,Funny,,,1:02,E,108,https://youtu.be/WS_6VN0RzL0,"Background, Location, Topic, Mood, Instrument, Beard"
2578,1/22/2016,Worry About Money,"Avon, CT",Life,Acoustic Guitar,Acoustic Guitar,,Pensive,Beard,Folk,"Rough, Rambling",Rough,Rambling,,,3:12,E,90,https://youtu.be/b_v0-HRwApE,"Background, Location, Topic, Mood, Instrument, Beard"
2579,1/23/2016,Siracusa Saltines,"Avon, CT",Food,"Acoustic Guitar, Drums",Acoustic Guitar,Drums,Silly,Beard,Folk,"Rambling, Funny, Fun",Rambling,"Funny, Fun",,John Siracusa,1:21,Gm,124,https://youtu.be/BassE45R51bs,"Background, Location, Topic, Mood, Instrument, Beard"
2580,1/24/2016,New Album Preorder,"Avon, CT",Life,Pink Guitar,Pink Guitar,,Pleading,Beard,Folk,"Cheesy, Funny",Cheesy,Funny,,,3:16,F,96,https://youtu.be/J2wBLjEHvZI,"Background, Location, Topic, Mood, Instrument, Beard"
2581,1/25/2016,Testing Out a New Camera,Jersey City,Life,Acoustic Guitar,Acoustic Guitar,,Tired,Beard,Folk,"Rambling, Funny",Rambling,Funny,,,1:00,D,96,https://www.youtube.com/watch?v=FpFzISbiGQ4,"Background, Location, Topic, Mood, Instrument, Beard"
2582,1/26/2016,I'm Not Wearing a Shirt,Jersey City,Sick,Acoustic Guitar,Acoustic Guitar,,Silly,Beard,Folk,"Funny, Rambling",Funny,Rambling,,,2:25,G,137,https://youtu.be/IcDi8T-T4Jo,"Background, Location, Topic, Mood, Instrument, Beard"
2583,1/27/2016,Tiffany Arment Sings the ATP Theme Song,Jersey City Studio,Podcast,"Piano, Synths, Drum Machine",Piano,"Synths, Drum Machine",Silly,Clean,Electro,Funny,Funny,,,"Tiffany Arment, Marco Arment",1:33,E,105,https://youtu.be/jGkwuCcDJC4,"Background, Location, Topic, Mood, Instrument, Beard"
2584,1/28/2016,Jealousy Takes Me Out to Sea,Jersey City,Life,Acoustic Guitar,Acoustic Guitar,,Tired,Beard,Folk,"Personal, Frustrated",Personal,Frustrated,,,1:21,C,93,https://youtu.be/pAprd0OQGAU,"Background, Location, Topic, Mood, Instrument, Beard"
2585,1/29/2016,I'm Falling Down a Hole,Jersey City Studio,Sick,"Samples, Percussion",Samples,Percussion,Chill,Beard,Folk,"Rambling, Funny",Rambling,Funny,,,2:46,Dm,90,https://youtu.be/civikGWcGas,"Background, Location, Topic, Mood, Instrument, Beard"
2586,1/30/2016,Questions for Folks Supporting Hillary in the Primary,Jersey City,Clinton,Acoustic Guitar,Acoustic Guitar,,Confused,Beard,Folk,"Funny, Soulful",Funny,Soulful,,,5:56,Bm,98,https://youtu.be/PCKY9lylqG4,"Background, Location, Topic, Mood, Instrument, Beard"
2587,1/31/2016,Caucus for Bernie,Jersey City,Bernie,Acoustic Guitar,Acoustic Guitar,,Excited,Beard,Folk,"Funny, Hopeful",Funny,Hopeful,,,2:08,E,99,https://youtu.be/nmc_vC3HI4A,"Background, Location, Topic, Mood, Instrument, Beard"
2588,02.01.2016,When Jesus Said Nothing,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Chill,Beard,Folk,"Rambling, Looming, Dark",Rambling,"Looming, Dark",,Jesus,1:54,G,104,https://www.youtube.com/watch?v=wIa1Qf1Jba0,"Background, Location, Topic, Mood, Instrument, Beard"
2589,02.02.2016,Six Little Coins,Jersey City,Politics,Acoustic Guitar,Acoustic Guitar,,Angry,Beard,Blues,Frustrated,Frustrated,,,,1:41,Em,112,https://youtu.be/qVe8zubSEZQ,"Background, Location, Topic, Mood, Instrument, Beard"
2590,02.03.2016,Same LifeAs Yesterday,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Chill,Beard,Blues,"Wistful, Looming, Dark, Rambling",Wistful,"Looming, Dark, Rambling",,,2:25,Gm,114,https://youtu.be/L7IR8N-OnT8,"Background, Location, Topic, Mood, Instrument, Beard"
2591,02.04.2016,Hillary's Sticker Boy ,Jersey City,Clinton,"Piano, Bass, Drums",Piano,"Bass, Drums",Silly,Beard,Rock,Funny,Funny,,,Sticker Boy,1:52,A,80,https://youtu.be/h45PSNm6IvQ,"Background, Location, Topic, Mood, Instrument, Beard"
2592,02.05.2016,It's Too Much Work,Jersey City,Life,Acoustic Guitar,Acoustic Guitar,,Tired,Beard,Folk,"Personal, Funny",Personal,Funny,,,1:05,D,126,https://youtu.be/8HWagKYFg84,"Background, Location, Topic, Mood, Instrument, Beard"
2593,02.06.2016,You Can't Change the World From Here ,Jersey City Studio,Politics,Electric Guitar,Electric Guitar,,Pensive,Beard,Folk,"Rambling, Rough",Rambling,Rough,,,3:18,C,97,https://youtu.be/gZXpJB_Qatc,"Background, Location, Topic, Mood, Instrument, Beard"
2594,02.07.2016,Boy Crazy in Hell,Jersey City Studio,Bernie,Electric Guitar,Electric Guitar,,Angry,Beard,Rock,"Frustrated, Fun, Anthem",Frustrated,"Fun, Anthem",,,3:26,Db,136,https://youtu.be/nmI4KJc6ffM,"Background, Location, Topic, Mood, Instrument, Beard"
2595,02.08.2016,I Want to Float,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Pensive,Beard,Folk,"Rambling, Dreamy",Rambling,Dreamy,,,1:30,B,128,https://youtu.be/IJmG-SoIP2g,"Background, Location, Topic, Mood, Instrument, Beard"
2596,02.09.2016,She's Sorry,Jersey City Studio,Commission,"Piano, Organ, Bass, Drums",Piano,"Organ, Bass, Drums",Sad,Clean,Rock,"Anthem, Dreamy, Frustrated, Looming, Dark",Anthem,"Dreamy, Frustrated, Looming, Dark",Apology,,2:38,Em,80,https://www.youtube.com/watch?v=quokjch9iNI,"Background, Location, Topic, Mood, Instrument, Beard"
2597,02.10.2016,Goobs and Baby Goobs,Jersey City Studio,Commission,"Acoustic Guitar, Synths, Electric Guitar, Bass, Drum Machine",Acoustic Guitar,"Synths, Electric Guitar, Bass, Drum Machine",Silly,Beard,Folk,"Anthem, Fun",Anthem,Fun,,,1:40,B,75,https://youtu.be/PJy6ACFL5-Q,"Background, Location, Topic, Mood, Instrument, Beard"
2598,02.11.2016,So Be It! See to It!,Jersey City,Book,Acoustic Guitar,Acoustic Guitar,,Chill,Beard,Folk,"Personal, Anthem, Dreamy",Personal,"Anthem, Dreamy",,Octavia Butler,2:36,B,110,https://youtu.be/UaKi9zQR-bY,"Background, Location, Topic, Mood, Instrument, Beard"
2599,02.12.2016,Keyboard Go for Pro,Pennsylvania,Go For Pro,Casio Keyboard,Casio Keyboard,,Silly,Beard,Electro,Funny,Funny,,Collab,"Thomas Hughes, Brian Langan",1:54,Am,99,https://youtu.be/z9qT55uDdC4,"Background, Location, Topic, Mood, Instrument, Beard"
2600,2/13/2016,Go for Pro 2016,Pennsylvania,Go For Pro,"Synths, Acoustic Guitar, Bass, Drum Machine",Synths,"Acoustic Guitar, Bass, Drum Machine",Intense,Beard,Electro,"Anthem, Fun",Anthem,Fun,Video Games,,1:53,C,80,https://www.youtube.com/watch?v=S8bL_yuSpUQ,"Background, Location, Topic, Mood, Instrument, Beard"
2601,2/14/2016,Nick Krill's 2016 Dream,Pennsylvania,Go For Pro,"Acoustic Guitar, Drum Machine",Acoustic Guitar,Drum Machine,Chill,Beard,Folk,Dreamy,Dreamy,,,Nick Krill,1:25,Eb,75,https://youtu.be/UNBC_1x1Fos,"Background, Location, Topic, Mood, Instrument, Beard"
2602,2/15/2016,Don't Look Down,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Intense,Beard,Folk,"Dreamy, Rambling, Rough",Dreamy,"Rambling, Rough",,,0:56,E,122,https://www.youtube.com/watch?v=5Ob8Pgm-tCs,"Background, Location, Topic, Mood, Instrument, Beard"
2603,2/16/2016,You Had Me Trapped,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Pensive,Beard,Folk,"Dreamy, Rambling, Personal",Dreamy,"Rambling, Personal",,,2:39,B,122,https://youtu.be/hdnLYC4oMyo,"Background, Location, Topic, Mood, Instrument, Beard"
2604,2/17/2016,It's in Your Mind,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Intense,Beard,Folk,"Driving, Rambling, Good",Driving,"Rambling, Good",,,2:17,C,125,https://youtu.be/BwaAq5TtMbM,"Background, Location, Topic, Mood, Instrument, Beard"
2605,2/18/2016,Everybody Against Everybody ,Jersey City,Politics,Acoustic Guitar,Acoustic Guitar,,Pensive,Beard,Folk,"Driving, Rambling, Frustrated",Driving,"Rambling, Frustrated",Moon,,0:58,D,112,https://youtu.be/gYuRD27pCLY,"Background, Location, Topic, Mood, Instrument, Beard"
2606,2/19/2016,I Got No Time ,Jersey City Studio,Life,"Synths, Drum Machine",Synths,Drum Machine,Bored,Clean,Electro,"Dreamy, Rambling, Funny",Dreamy,"Rambling, Funny",,,1:44,C,120,https://youtu.be/2PwZUABassqE,"Background, Location, Topic, Mood, Instrument, Beard"
2607,2/20/2016,Don't Lose Hope,Jersey City,Politics,Acoustic Guitar,Acoustic Guitar,,Hopeful,Beard,Folk,"Dreamy, Good, Looming",Dreamy,"Good, Looming",,,1:19,C,110,https://www.youtube.com/watch?v=D6fLql3YFbI,"Background, Location, Topic, Mood, Instrument, Beard"
2608,2/21/2016,50 Degrees in February ,Jersey City,Weather,Acoustic Guitar,Acoustic Guitar,,Sad,Beard,Folk,"Looming, Rambling",Looming,Rambling,,,1:46,B,99,https://www.youtube.com/watch?v=_JDQJCBZ4WE,"Background, Location, Topic, Mood, Instrument, Beard"
2609,2/22/2016,But Not Anymore,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Pensive,Beard,Folk,"Rambling, Rough, Personal",Rambling,"Rough, Personal",,,1:40,C,101,https://www.youtube.com/watch?v=lMXF0t6FN1M,"Background, Location, Topic, Mood, Instrument, Beard"
2610,2/23/2016,You Got What I Got,Jersey City Studio,Poetic,"Synths, Drum Machine",Synths,Drum Machine,Chill,Clean,Electro,"Dreamy, Looming, Dark",Dreamy,"Looming, Dark",,,0:42,C,105,https://youtu.be/6gBzYm4Z-1Y,"Background, Location, Topic, Mood, Instrument, Beard"
2611,2/24/2016,Lay Your Head Down Low Low Low,Jersey City,Improv,Acoustic Guitar,Acoustic Guitar,,Chill,Beard,Folk,"Light, Delicate",Light,Delicate,,,2:48,B,86,https://youtu.be/u6JKdODM0Io,"Background, Location, Topic, Mood, Instrument, Beard"
2612,2/25/2016,Who Are You Know Who I Am,Jersey City Studio,Song A Day,"Synths, Drum Machine",Synths,Drum Machine,Silly,Clean,Electro,Funny,Funny,,,,0:57,F,90,https://youtu.be/wzbtxY5miNE,"Background, Location, Topic, Mood, Instrument, Beard"
2613,2/26/2016,This is My Warmest Sweatshirt ,Jersey City,Fashion,Ukulele,Ukulele,,Silly,Beard,Folk,Funny,Funny,,,,1:25,B,105,https://www.youtube.com/watch?v=JRFC35F8hx0,"Background, Location, Topic, Mood, Instrument, Beard"
2614,2/27/2016,Trader Joes Should Advertise on Podcasts,Jersey City Studio,Podcast,"Synths, Drum Machine",Synths,Drum Machine,Silly,Beard,Electro,Funny,Funny,,,"Sleep With Me Podcast, Trader Joes",0:39,D,120,https://youtu.be/is2fU3-MuKk,"Background, Location, Topic, Mood, Instrument, Beard"
2615,2/28/2016,Randos Friending Me ,Jersey City,Internet,Ukulele,Ukulele,,Confused,Beard,Folk,"Wistful, Delicate",Wistful,Delicate,,,1:37,C#m,97,https://youtu.be/psXq5q2nat0,"Background, Location, Topic, Mood, Instrument, Beard"
2616,2/29/2016,Where Are You Elizabeth Warren?,Jersey City,Politics,Acoustic Guitar,Acoustic Guitar,,Confused,Beard,Folk,"Frustrated, Dark",Frustrated,Dark,,Elizabeth Warren,2:27,Ebm,110,https://youtu.be/l7QGaNnB9SM,"Background, Location, Topic, Mood, Instrument, Beard"
2617,03.01.2016,#GetChecked for Colorectal Cancer ,Jersey City Studio,Educational,"Synths, Drum Machine",Synths,Drum Machine,Hopeful,Beard,Electro,Funny,Funny,,,,1:54,D,100,https://www.youtube.com/watch?v=I2rrmxZu8Lg,"Background, Location, Topic, Mood, Instrument, Beard"
2618,03.02.2016,I Roll Roll Roll ,Jersey City,Poetic,Baritone Ukulele,Baritone Ukulele,,Pensive,Beard,Folk,"Rambling, Rough, Personal",Rambling,"Rough, Personal",,,1:43,E,136,https://www.youtube.com/watch?v=_zVb9aka7ok,"Background, Location, Topic, Mood, Instrument, Beard"
2619,03.03.2016,Come on TJs ,Jersey City Studio,Podcast,"Samples, Drum Machine",Samples,Drum Machine,Hopeful,Clean,Electro,Funny,Funny,,,"Sleep With Me Podcast, Trader Joes",0:38,E,100,https://www.youtube.com/watch?v=sVjLoR2jXO8,"Background, Location, Topic, Mood, Instrument, Beard"
2620,03.04.2016,We Were All Puking Last Night ,Jersey City,Sick,Baritone Ukulele,Baritone Ukulele,,Tired,Beard,Folk,Funny,Funny,,,,0:31,E,100,https://www.youtube.com/watch?v=8M_1AEVCbDA,"Background, Location, Topic, Mood, Instrument, Beard"
2621,03.05.2016,The Videos Woman With Woman ,Jersey City Studio,Twitter,"Synths, Electric Guitar, Drum Machine",Synths,"Electric Guitar, Drum Machine",Silly,Beard,Electro,Funny,Funny,,,Craig Mazin,1:00,E,80,https://www.youtube.com/watch?v=f7smg3wnKbk,"Background, Location, Topic, Mood, Instrument, Beard"
2622,03.06.2016,Make It So,Jersey City Studio,Poetic,Piano,Piano,,Hopeful,Beard,Folk,"Personal, Wistful, Motivational",Personal,"Wistful, Motivational",,Star Trek,0:59,Em,114,https://youtu.be/on0mdDXWM9I,"Background, Location, Topic, Mood, Instrument, Beard"
2623,03.07.2016,Too Early,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Tired,Beard,Folk,"Funny, Dreamy, Rough",Funny,"Dreamy, Rough",,,2:54,Eb,110,https://youtu.be/le1jRs8R2SM,"Background, Location, Topic, Mood, Instrument, Beard"
2624,03.08.2016,The Only Moment That Matters,Jersey City,Poetic,Bass,Bass,,Pensive,Beard,Folk,"Dreamy, Rough, Rambling",Dreamy,"Rough, Rambling",,,3:07,D,94,https://youtu.be/WEnq4EVW9lc,"Background, Location, Topic, Mood, Instrument, Beard"
2625,03.09.2016,"Oh, Nevermind",Jersey City,Song A Day,Guitalele,Guitalele,,Pensive,Beard,Folk,"Rambling, Funny",Rambling,Funny,,,0:45,F#,92,https://youtu.be/4RuCgHJa9hE,"Background, Location, Topic, Mood, Instrument, Beard"
2626,03.10.2016,A Bit of Clarity,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Pensive,Beard,Folk,"Rambling, Weird",Rambling,Weird,,,3:12,E,125,https://youtu.be/IedciaBCym8,"Background, Location, Topic, Mood, Instrument, Beard"
2627,03.11.2016,Living on Mars,Jersey City,Science,Acoustic Guitar,Acoustic Guitar,,Pensive,Beard,Folk,"Wistful, Good, Rambling",Wistful,"Good, Rambling",Space,,1:03,F,145,https://www.youtube.com/watch?v=DpyLdDzOlYQ,"Background, Location, Topic, Mood, Instrument, Beard"
2628,03.12.2016,On Second Thought Maybe Trader Joe's Shouldn't Advertise on Podcast,Jersey City Studio,Podcast,"Synths, Drum Machine",Synths,Drum Machine,Silly,Beard,Electro,"Funny, Weird",Funny,Weird,,"Sleep With Me Podcast, Trader Joes",0:51,C,130,https://www.youtube.com/watch?v=9iwaxslu-WQ,"Background, Location, Topic, Mood, Instrument, Beard"
2629,3/13/2016,Waiting for the Train in the Rain ,San Francisco,Life,Acoustic Guitar,Acoustic Guitar,,Silly,Beard,Folk,Funny,Funny,,,,1:31,Db,117,https://www.youtube.com/watch?v=rpRNXZfdsg0,"Background, Location, Topic, Mood, Instrument, Beard"
2630,3/14/2016,"Outside, inside",Yosemite,Song A Day,Guitalele,Guitalele,,Silly,Beard,Folk,"Funny, Wistful, Rambling",Funny,"Wistful, Rambling",,,2:03,Eb,133,https://youtu.be/go8VB6aX5cA,"Background, Location, Topic, Mood, Instrument, Beard"
2631,3/15/2016,You Gotta Ask Somebody to Dance,Yosemite,Conference,Guitalele,Guitalele,,Happy,Beard,Folk,"Funny, Fun",Funny,Fun,Live,Yosemite Conf,4:20,A,116,https://youtu.be/JlRnwZ_2iD0,"Background, Location, Topic, Mood, Instrument, Beard"
2632,3/16/2016,You Gotta P O K E Life,Yosemite,Conference,Guitalele,Guitalele,,Excited,Beard,Folk,Fun,Fun,,Live,,4:36,Eb,116,https://youtu.be/CD3XAmuFkZI,"Background, Location, Topic, Mood, Instrument, Beard"
2633,3/17/2016,"All Way, Roundling, DataBook, Counterer",Yosemite,Conference,Guitalele,Guitalele,,Excited,Beard,Folk,"Funny, Fun",Funny,Fun,Live,,3:26,B,104,https://youtu.be/VfTA7SbHBEI,"Background, Location, Topic, Mood, Instrument, Beard"
2634,3/18/2016,BE a LITTLE WILD,San Francisco,Conference,Guitalele,Guitalele,,Chill,Beard,Folk,Wistful,Wistful,,Hotel,,2:41,G,98,https://youtu.be/nKQQcosbvq0,"Background, Location, Topic, Mood, Instrument, Beard"
2635,3/19/2016,World Backup Day,Jersey City Studio,Commission,"Synths, Drum Machine",Synths,Drum Machine,Hopeful,Beard,Electro,"Fun, Catchy",Fun,Catchy,,,1:34,F,140,https://www.youtube.com/watch?v=wgOwmOdb22w,"Background, Location, Topic, Mood, Instrument, Beard"
2636,3/20/2016,Don't Know What I'm Doing This Week ,Jersey City,Life,Baritone Ukulele,Baritone Ukulele,,Pensive,Beard,Folk,"Rambling, Personal, Wistful",Rambling,"Personal, Wistful",,Jupiter,1:32,E,125,https://youtu.be/NLd7aoEGYN0,"Background, Location, Topic, Mood, Instrument, Beard"
2637,3/21/2016,Standing Right Here,Jersey City Studio,Poetic,"Electric Guitar, Bass, Piano, Drums",Electric Guitar,"Bass, Piano, Drums",Excited,Clean,Rock,"Driving, Fun",Driving,Fun,,Songonauts,0:44,B,124,https://youtu.be/VRHQWS0BjjM,"Background, Location, Topic, Mood, Instrument, Beard"
2638,3/22/2016,All I Want to Do is Go to Bed But I Have to Write a Song ,Jersey City,Life,Ukulele,Ukulele,,Tired,Beard,Folk,"Weird, Dissonant",Weird,Dissonant,,,0:55,Atonal,133,https://youtu.be/M1JpX7O0sOc,"Background, Location, Topic, Mood, Instrument, Beard"
2639,3/23/2016,Don't Mention It,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Chill,Beard,Folk,"Dreamy, Dark, Wistful",Dreamy,"Dark, Wistful",,,2:02,Dm,75,https://www.youtube.com/watch?v=wCS5CM8xzMc,"Background, Location, Topic, Mood, Instrument, Beard"
2640,3/24/2016,That's How I Feel ,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Chill,Beard,Folk,"Rambling, Funny",Rambling,Funny,,,2:58,Eb,127,https://youtu.be/Kwi8p6-jUEk,"Background, Location, Topic, Mood, Instrument, Beard"
2641,3/25/2016,Ching Shih,Jersey City Studio,Educational,"Synths, Drum Machine",Synths,Drum Machine,Excited,Beard,Country,"Fun, Narrative",Fun,Narrative,,,0:28,Am,145,https://youtu.be/rWSAzXg8bu0,"Background, Location, Topic, Mood, Instrument, Beard"
2642,3/26/2016,Know Your name,Jersey City,Politics,Acoustic Guitar,Acoustic Guitar,,Tired,Beard,Folk,"Rambling, Bad, Rough",Rambling,"Bad, Rough",,,2:04,Bb,100,https://youtu.be/tMMEqyWhiRk,"Background, Location, Topic, Mood, Instrument, Beard"
2643,3/27/2016,I Stand Tall Like Everything is OK,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Excited,Beard,Folk,"Rambling, Myth, Driving, Dreamy",Rambling,"Myth, Driving, Dreamy",,,2:37,Eb,133,https://youtu.be/4MpwFhYz_Xg,"Background, Location, Topic, Mood, Instrument, Beard"
2644,3/28/2016,PIG Gaston and Penelope ,Jersey City Studio,Animals,"Organ, Synths, Piano, Drums",Organ,"Synths, Piano, Drums",Excited,Beard,Electro,Fun,Fun,,Pigs,,1:33,Bb,75,https://youtu.be/mtH-4z0FC10,"Background, Location, Topic, Mood, Instrument, Beard"
2645,3/29/2016,Another Way Home ,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Chill,Beard,Folk,"Rambling, Personal, Wistful",Rambling,"Personal, Wistful",,,1:27,Ab,97,https://youtu.be/8drhRx1JOtg,"Background, Location, Topic, Mood, Instrument, Beard"
2646,3/30/2016,Ted Cruz is Like Breaking Your Penis ,Jersey City Studio,Politics,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Silly,Beard,Hard Rock,"Funny, Raunchy, Fun",Funny,"Raunchy, Fun",,,1:40,F,136,https://youtu.be/QzPtCYepMss,"Background, Location, Topic, Mood, Instrument, Beard"
2647,3/31/2016,Never Be Free ,Jersey City,Poetic,Acoustic Guitar,Acoustic Guitar,,Chill,Beard,Folk,"Rambling, Rough",Rambling,Rough,,,1:13,Bb,117,https://www.youtube.com/watch?v=ktnMRbYEBL8,"Background, Location, Topic, Mood, Instrument, Beard"
2648,04.01.2016,Street Cleaning Sucks,Jersey City,Life,Acoustic Guitar,Acoustic Guitar,,Angry,Beard,Folk,"Frustrated, Rambling",Frustrated,Rambling,,,1:56,C,119,https://youtu.be/5dhMflGnN74,"Background, Location, Topic, Mood, Instrument, Beard"
2649,04.02.2016,Don't Let It Go,Jersey City,Poetic,Bass,Bass,,Silly,Beard,Folk,"Rambling, Rough",Rambling,Rough,,,2:03,A,100,https://www.youtube.com/watch?v=z_lc_gZrP4w,"Background, Location, Topic, Mood, Instrument, Beard"
2650,04.03.2016,I Feel Sorry for Young People Who Don't Do Their Own Research ,Jersey City Studio,Clinton,"Organ, Electric Guitar, Bass, Drums",Organ,"Electric Guitar, Bass, Drums",Angry,Beard,Rock,"Frustrated, Dark",Frustrated,Dark,Remix,,0:59,Fm,110,https://youtu.be/gIlMrS26DUQ,"Background, Location, Topic, Mood, Instrument, Beard"
2651,04.04.2016,Random Thoughts Oh Yeah,Jersey City,Poetic,Guitalele,Guitalele,,Chill,Beard,Folk,"Rambling, Dark",Rambling,Dark,,,1:43,F,118,https://youtu.be/iBZTMIoUbnE,"Background, Location, Topic, Mood, Instrument, Beard"
